p_value	real_mean	simulated_mean
0.27957741476702036	0.07142857142857133	0.12745269365970072
0.2776327238321159	0.04444444444444435	0.12681803441405795
0.3023207087250904	0.0888888888888887	0.1433385022503153
0.32067756752992105	0.15844155844155844	0.15715322327678416
0.3218421813030077	0.13939393939393924	0.14976327564218186
0.34427603029933224	0.17692307692307707	0.1545523028613078
0.35045179154493006	0.16783216783216767	0.15422731023316966
0.38389207941166353	0.12362637362637396	0.13685905910616572
0.41639883015927853	0.11599639855942409	0.1296084720401127
0.4812858832547099	0.12965186074429788	0.13862296308882374
0.48383892853062366	0.1365318057047382	0.16612136975404065
0.4435890916075808	0.10904144552557861	0.15679010967000773
0.5037275879573311	0.10724739656628172	0.14123449379720293
0.5405021447281048	0.13921540547249447	0.15760048683192596
0.5385971940178467	0.20200788604380276	0.22242570843193277
0.5495855428399886	0.24828978335843369	0.2528730357004037
0.5664620935743794	0.19232832966405297	0.20294198129990113
0.5764285645530135	0.21762180658350064	0.21741441551058
0.5636269183777136	0.20797699328619124	0.21255356901553973
0.5762669372723367	0.2244141196573148	0.22928390575573146
0.5627447075919421	0.2243360417567646	0.24882746966038086
0.5651752106757452	0.22246782635320372	0.2522757870678184
0.5652020816476395	0.22774176905827284	0.25223383231437574
0.5626026021746935	0.2208853044144374	0.25498459694375486
0.5293296274775362	0.21410119977688877	0.24212108947433097
0.5199971414368365	0.21175743893778423	0.2276069872567847
