p_value	real_mean	simulated_mean
0.45075210803457727	0.04761904761904752	0.1690884383267196
0.44957002555195713	0.04761904761904752	0.17387750133081692
0.4282304726102484	0.04761904761904752	0.1882843501984127
0.4064783552439491	0.04761904761904752	0.19757099454365076
0.41710915588744135	0.04761904761904752	0.19075373688609515
0.3730759822454689	0.035714285714285664	0.1780414261664261
0.4014110315810511	0.035714285714285664	0.174270551497114
0.4993603942092347	0.15476190476190502	0.20867759157798213
0.6404532795333165	0.27380952380952467	0.22736538092983408
0.638487611192201	0.260416666666667	0.21913583378427132
0.6512840860183972	0.260416666666667	0.2305229793731832
0.5684466481074526	0.21875	0.24509883996212126
0.5664099988473066	0.21875	0.2408087109133426
0.41329107937142756	0.06845238095238117	0.1760747089953284
0.44408451206999366	0.08809523809523817	0.17845550574693989
0.44158616421028946	0.0735294117647059	0.1595669479381812
0.6356852512183908	0.22500000000000048	0.19914679091576415
