p_value	real_mean	simulated_mean
0.1640625	1.0	0.03971354166666666
0.15625	1.0	0.04166666666666666
0.15625	1.0	0.04166666666666666
0.1484375	1.0	0.053385416666666664
0.1328125	1.0	0.05859375
0.1328125	1.0	0.05859375
0.140625	1.0	0.060546875
0.140625	1.0	0.060546875
0.140625	1.0	0.060546875
0.1328125	1.0	0.06315104166666666
0.1640625	1.0	0.0546875
0.1640625	1.0	0.0546875
0.1640625	1.0	0.0546875
0.171875	1.0	0.052734375
0.18390852636412047	0.33333333333333354	0.05403645833333333
0.18390852636412047	0.33333333333333354	0.05403645833333333
0.18390852636412047	0.33333333333333354	0.05403645833333333
0.13237367928830812	0.27777777777777835	0.06608072916666666
0.051268512654167944	0.25	0.06738281250000001
0.14404987736483338	0.29999999999999993	0.0685546875
0.17089797199325882	0.26666666666666633	0.07545572916666667
0.17930852554514803	0.23809523809523747	0.08449590773809525
0.2107972730238788	0.19047619047619008	0.08264473157051282
0.2107972730238788	0.19047619047619008	0.08264473157051282
0.18788734282274044	0.1865079365079367	0.08423477564102563
0.203899247220087	0.1865079365079367	0.08481570512820512
0.20777113299156147	0.19523809523809546	0.08632979433760682
0.209145032243578	0.19523809523809546	0.08544456845238094
0.20804022544969591	0.19523809523809546	0.08435949900793649
0.3099613065772321	0.22187500000000046	0.12806609623015872
0.30885282397475267	0.22187500000000046	0.12611297123015872
0.312378634087761	0.22206439393939428	0.12548053075396826
0.3155978518472596	0.19081439393939426	0.10739369137806636
0.32271169828427626	0.20691287878787887	0.10239560786435786
0.32271169828427626	0.20691287878787887	0.10239560786435786
0.3205260820033643	0.1964962121212119	0.1037516628336941
0.32745575606818705	0.19337121212121272	0.09678551700036077
0.3285645811170826	0.18958333333333383	0.09599759039750962
0.32550225969872315	0.18958333333333383	0.09795071539750962
0.32300854196504003	0.17908653846153888	0.0912246759566264
0.33479662866152826	0.19654304029304018	0.09524022782374073
0.3791470355285485	0.17740978157644804	0.08838897612524124
0.37899917329798805	0.17875118708452092	0.08982353845005055
0.4031293532982695	0.16079972658920028	0.07811888748758708
0.4250031655956571	0.1632924222320505	0.08290089592883267
0.40434845723999185	0.16032024820724536	0.08851656815236779
0.4049827246446276	0.16689919557566643	0.09384112134801471
0.3966588522505051	0.15775523088023063	0.08561660874103427
0.3961396938729546	0.1843340285445549	0.09355256824130784
0.3324920114253587	0.18873334590246324	0.08656356612486885
0.3326015562738179	0.1896440093131273	0.08523676217440206
0.3344008096816849	0.16857201083516898	0.072854386553956
0.3328657595145637	0.1630246672061553	0.07157843018560815
0.3262171542413915	0.16558301591196314	0.0710922784905784
0.3245848722183388	0.15923825087635313	0.07065679233938485
