p_value	real_mean	simulated_mean
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	0.8333333333333333	0.0
0.0	0.8333333333333333	0.0
0.0	0.8333333333333333	0.0
0.0	0.8333333333333333	0.0
0.0	0.8333333333333333	0.0
0.0	0.8333333333333333	0.0
0.0	0.8333333333333333	0.0
0.0	0.8333333333333333	0.0
0.0	0.8333333333333333	0.0
0.0	0.7142857142857143	0.0
0.0	0.857142857142857	0.0
0.0	0.857142857142857	0.0
0.0	0.857142857142857	0.0
0.0	0.857142857142857	0.0
0.0	0.857142857142857	0.0
0.0	0.857142857142857	0.0
0.0	0.857142857142857	0.0
0.0	0.75	0.0
0.0	0.875	0.0
0.0	0.875	0.0
0.0	0.875	0.0
0.0	0.875	0.0
0.0	0.875	0.0
0.0	0.875	0.0
0.0	0.875	0.0
0.0	0.7777777777777778	0.0
0.0	0.7777777777777778	0.0
0.0	0.7777777777777778	0.0
0.0	0.8888888888888891	0.0
0.0	0.8888888888888891	0.0
0.0	0.8888888888888891	0.0
0.0	0.7999999999999999	0.0
0.0	0.7999999999999999	0.0
0.0	0.9000000000000001	0.0
0.0	0.9000000000000001	0.0
0.0	0.9000000000000001	0.0
0.0	0.9000000000000001	0.0
0.0	0.9000000000000001	0.0
0.0	0.8181818181818182	0.0
0.0	0.8181818181818182	0.0
0.0	0.8181818181818182	0.0
0.0	0.8181818181818182	0.0
0.0	0.8181818181818182	0.0
0.0	0.8181818181818182	0.0
0.0	0.8181818181818182	0.0
0.0	0.9090909090909091	0.0
0.0	0.9090909090909091	0.0
0.0	0.9090909090909091	0.0
0.0	0.9090909090909091	0.0
0.0	0.9090909090909091	0.0
0.0	0.9090909090909091	0.0
0.0	0.9090909090909091	0.0
0.0	0.9090909090909091	0.0
0.0	0.9090909090909091	0.0
0.0	0.9090909090909091	0.0
0.0	0.9090909090909091	0.0
0.0	0.9090909090909091	0.0
0.0	0.9090909090909091	0.0
0.0	0.9090909090909091	0.0
0.0	0.9090909090909091	0.0
0.0	0.9090909090909091	0.0
0.0	0.9090909090909091	0.0
0.0	0.9090909090909091	0.0
0.0	0.9090909090909091	0.0
0.0	0.9090909090909091	0.0
0.0	0.9090909090909091	0.0
0.0	0.9090909090909091	0.0
0.0	0.9090909090909091	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	1.0	0.0
0.0	0.9166666666666667	0.0
0.0	0.9166666666666667	0.0
0.0	0.9166666666666667	0.0
0.0	0.9166666666666667	0.0
0.0	0.9166666666666667	0.0
0.0	0.9166666666666667	0.0
0.0	0.7857142857142857	0.0
0.0	0.7857142857142857	0.0
0.0	0.7857142857142857	0.0
0.0	0.7857142857142857	0.0
0.0	0.7857142857142857	0.0
0.0	0.7333333333333333	0.0
0.0	0.7333333333333333	0.0
0.0	0.7333333333333333	0.0
0.0	0.75	0.0
0.0	0.75	0.0
0.0	0.75	0.0
0.0	0.8125	0.0
0.0	0.8125	0.0
