gene	BY	RM	1_1_d	1_3_d	1_4_d	1_5_c	2_2_d	2_3_d	2_4_a	2_5_d	3_1_d	3_3_d	3_4_d	3_5_d	4_1_c	4_3_d	4_4_d	5_1_d	5_2_d	5_3_d	5_4_d	5_5_d	6_1_d	6_2_b	6_3_c	6_4_d	6_5_d	6_6_d	6_7_d	7_1_d	7_2_c	7_3_d	7_4_c	7_5_d	7_6_c	7_7_c	7_8_d	8_1_a	8_2_d	8_3_a	8_4_c	8_5_b	8_6_c	8_7_b	9_1_d	9_2_d	9_3_d	9_4_d	9_5_d	9_6_d	9_7_d	10_1_c	10_2_d	10_3_c	10_4_d	11_1_a	11_2_d	11_3_b	12_1_d	12_2_b	13_1_a	13_2_c	13_3_b	13_4_a	13_5_c	14_1_b	14_2_c	14_5_b	14_6_d	14_7_c	15_2_d	15_3_b	15_5_b	16_1_d	17_1_a	17_2_d	17_4_a	17_5_b	18_1_d	18_2_d	18_3_d	19_1_c	19_5_b	20_1_d	20_2_d	20_3_c	20_4_c	20_5_d	21_1_d	21_3_d	21_4_d	21_5_c	22_1_d	22_2_d	22_3_b	22_4_d	22_5_d	23_3_d	23_4_d	23_5_d	24_1_d	25_1_d	25_3_d	25_4_d	26_1_d	26_2_d	26_3_d
URB1	4429708.25873333	4115782.12321111	3927768.865475	4068256.09466667	3088935.78203333	4383793.85695	2249945.126	2582208.9813	13890093.822625	2023119.965525	3221669.80773333	5689697.713975	11352757.155575	7892561.14623333	13640032.68355	2647605.58673333	3276626.98215	10804249.662575	1539538.1328	2363978.4634	1359809.30763333	4080225.18843333	5017139.437575	8457946.2659	4764073.925325	8067717.516775	1869664.949175	3082750.337675	5705402.056025	1792408.320975	5012799.096375	3347400.7283	2363596.0502	4520969.24793333	3825747.871275	3458566.1901	4305489.422675	11765777.048	2044757.59656667	2477835.8241	8254654.8871	1942049.79456667	12218172.138025	6765104.69243333	5324833.8097	8786710.300125	4150476.37495	13233611.4731	4483371.35375	12014094.546875	7937681.652475	13287313.731575	4374679.483075	5720783.1849	7786136.9096	3295587.85996667	4009152.45323333	11848464.3286	19359009.4871	2781476.0059	13958311.744775	6452297.94895	3840030.2593	3207051.062925	6885611.2415	14596091.60095	8491332.36605	2270636.28906667	16410068.426075	15514806.358125	3483054.07285	3596041.80985	14513630.6264	2571957.439025	5186884.0486	1547485.9327	2956291.0968	8635620.51775	5451006.63455	3915473.56265	5506219.540425	1696166.0614	NA	1313771.30866667	8567121.7371	1395671.34725	924717.49255	5269624.636825	4213287.222	2165841.958025	6778737.768925	1516331.1357	902950.81025	6762839.34136667	8994122.79486667	2247635.812325	5728210.2955	3891946.757475	9107813.39365	12601697.2347	7291825.4139	2616535.7265	3326902.91696667	3647222.596025	9184649.417525	9183456.7734	11974559.5956667
ATP7	1568357.0818625	4480871.07279	2924379.10505	2438232.31925	2351430.74165	2022589.86975	2330431.079475	3061985.2526	4406772.833325	2156591.423275	2036600.8499	2697861.776275	2092815.11185	2878862.776125	1904188.8502	1748503.360875	3888573.194625	2464541.374125	2040898.804725	2327395.593225	1946981.096025	3210679.953825	2840238.270875	5168352.5224	3607921.73995	2734690.746775	4088329.035325	2342452.3012	2008732.6004	3671002.9823	3301639.3097	1365024.2925	2805171.832825	4517797.75275	1985516.78266667	2729436.197925	2274550.919175	1287945.76785	3132295.501925	1193231.15336667	5400644.489475	2168615.60905	2154511.26095	1886578.145575	1975573.278225	1755667.91805	2695159.6284	1989161.955375	1125292.82516667	1791356.82755	2485429.798525	2214955.835425	1441953.140875	3548599.837025	1007234.755675	2616825.12615	2972854.418	2145898.5069	2211889.4499	3778931.05555	2443845.691975	1822896.0972	933963.0099	1438477.556225	2586070.28745	2206090.695025	4211187.1973	1159009.9444	1136726.901325	2895936.877025	981399.99835	3265666.947975	1115939.84265	2895257.36945	2214061.28065	1997881.2421	2602529.178025	3291071.9248	1744981.0717	NA	3224168.8914	NA	1575932.1856	2228378.9342	2198736.82716667	3149343.6614	1540965.624175	966577.14775	1232245.03355	2446058.178275	1203335.80965	4134464.01095	2406494.62175	3325586.145525	2306900.154525	3163310.98455	1903989.139225	2313777.21785	2460584.562275	2734168.557225	3412474.94895	2112873.146675	3193784.837225	4104555.272075	2708485.8734	1887386.37055	1513919.7696
URA6	833539.97544	667174.7582	520399.7679	NA	NA	837559.78145	841340.3822	739098.0903	381344.4697	NA	1422728.2749	491189.032033333	647111.910033333	645595.59425	570042.135625	997334.295633333	592232.932466667	678968.4618	NA	594790.061	NA	NA	NA	387595.193733333	655705.2675	694182.02915	638487.343566667	638232.938866667	642578.765033333	NA	600737.78555	401530.6856	631261.5093	422603.3182	552968.4254	1136985.8645	779326.2659	561960.721325	709724.63735	665945.99125	NA	583419.5447	1314344.932925	727788.737033333	475587.119	1174441.026325	756875.886925	864089.47085	771331.4366	718013.974866667	NA	516298.760833333	862443.16175	735273.888725	1099457.902275	467806.3465	608073.55545	834631.1971	784277.459025	490812.8568	775536.9192	843665.631575	620490.35955	555296.42955	953913.17175	674303.967975	736391.016166667	544991.46995	1149127.86655	1354787.9391	733841.803175	564937.5513	1285490.906025	699790.298725	568404.212625	505867.9259	758006.1409	546934.843666667	616543.478725	685652.421525	597423.0429	NA	813258.83345	889888.5103	999793.261175	843967.79995	1487796.14915	1190366.123625	1319370.087825	557911.6794	1454811.595825	822270.705533333	725987.734733333	889825.860066667	920815.4354	885541.29495	588007.097675	544803.899075	1205455.10145	812212.163225	898543.9641	691450.392633333	1090818.757425	811485.1091	771172.02625	991989.81285	448202.585966667
MAE1	1559489.848525	3629119.3856	3104526.1293	3430322.349375	2759247.6758	3485688.039625	4069466.909575	2209337.7094	7133354.264825	1848415.362125	2734202.92205	1819360.96905	6837802.8803	2180474.04943333	6016442.853975	1228177.1278	2116618.803525	5660880.588325	4293088.180625	2274309.421675	811170.1122	2319792.686775	1065101.37315	1572901.3134	1439574.64106667	3504304.310675	2066214.292475	3321449.8283	2146314.4641	1450074.9687	1109335.28395	NA	3317156.37335	5241520.1131	2162126.537525	NA	640485.6002	10561049.5143	1373577.78385	1776811.01225	4014528.499025	3060451.6437	8102044.48	4589795.7629	4815170.985775	10354369.9129	5559741.4542	16163834.6335	4251990.40053333	13869965.2501333	2495617.254675	9570103.334825	3800914.248	4360966.21183333	4557416.69655	3385119.209475	3166288.9166	3363886.1956	9727602.76005	3646956.421775	8192472.29265	10347156.299025	4519735.574825	2694316.27885	3883983.117525	11363342.228675	2837991.4261	5058820.3052	10527312.547325	7690229.44165	3745807.91155	4379086.07375	9757233.289875	2080949.1924	8510874.080075	1702671.6337	1765019.9892	1616001.93725	2993694.711975	3320100.3036	4156492.614	1364980.76963333	2447168.32735	1976416.1526	7518634.710825	2624914.947825	2776425.7082	NA	12346240.50975	2768841.90616667	6788308.10255	3669544.86223333	1924714.8165	5901090.5046	5932715.38715	2528288.579275	8997290.92425	3732377.545975	4442436.24275	6550987.9342	6462702.481775	7356859.2741	3319705.884225	4292695.620125	7493767.47125	5330334.02935	7385939.597275
YKL033W-A	679221.837075	856727.122733333	2378236.4697	1004608.77203333	1427607.66823333	NA	911966.78	NA	969329.5648	1697755.68895	619562.7136	1892961.9904	2931569.427725	933969.71365	2170878.8105	2691626.3792	610226.0164	1027577.3601	621935.0106	718581.822533333	3196039.3473	NA	1279867.8016	1217084.36305	NA	3033485.7151	NA	1443398.8235	NA	554549.5738	580779.3508	556117.2641	NA	1410207.4121	447794.8141	1100855.61435	875392.784666667	1417450.31503333	1265747.5802	1344193.077	874795.05495	NA	325553.92675	820220.50045	1790141.502	2072966.14415	1126679.2255	1905796.0377	1703278.63135	1104164.05445	1453253.70635	2201884.05793333	683317.8071	466584.521333333	947062.9363	1579732.4523	1862466.84983333	692178.918766667	1612986.9255	1794055.51493333	495567.8679	1519696.6047	1791224.3358	NA	1094995.3202	5595066.47395	833498.414333334	1878475.4895	2087673.21505	953590.80095	1114058.3825	2839177.2261	2217984.0656	1985541.9907	1777015.82396667	1194993.4693	811405.0328	821821.6737	815314.168866667	748251.75635	2409957.9885	1429489.298	945757.3413	724838.86775	751664.5605	335936.28795	1156208.4177	1431397.76826667	2405475.059825	1251134.26136667	665950.877333334	423494.9832	1942460.01	1444279.64125	1205026.9354	954061.8355	1875219.83633333	2023207.1014	1384127.92976667	500086.74285	467329.98545	1518811.6674	789358.4904	533103.2682	1567198.0722	859593.21805	1256426.76285
UGP1	4731310.24418	5298965.92714	6087134.845	3537787.03985	2483410.53135	2721755.8312	2748464.3728	2918587.397825	4690212.6933	4504383.785875	7742376.28175	4503562.176825	1932747.378475	4884003.933625	2026009.65195	2383238.62495	7497798.774125	1608959.5083	3685532.909725	12476414.812025	5761140.530175	4957843.58065	8071640.638075	4049985.961725	4743610.26325	7876850.940275	8610155.77945	3033943.78685	2179337.61505	5374153.095	6275558.951225	4726536.306825	6895635.18905	6565708.574625	2081600.56515	3553776.383925	3282273.666075	1488425.541275	2591994.591025	2549404.36215	6713982.99775	3595227.06755	2581352.5543	5238388.368325	2808058.0777	2457388.077875	6030421.00825	2136518.99555	4375190.9462	1577910.559175	8019398.327275	2476987.048575	4915387.386925	9367008.560025	2709580.84335	2988425.301225	10642323.1895	3649395.48865	2040582.62785	10150143.4336	4616153.331975	1754873.15355	2681695.201375	6163279.5963	10448218.9857	1768805.519775	5114544.038625	4673930.885025	1706106.58965	2873478.82965	3847641.4654	7274553.381	1727432.4744	5148073.6652	2019586.475175	5964186.95955	3644044.6762	6429562.11795	2581502.514875	2997983.235425	8157261.806125	7571581.1273	2114839.357125	3440947.879475	810797.22225	3899843.260675	3220352.76655	1055849.7917	235150.507366667	6825196.272475	3910170.8415	14625640.486475	8906001.59785	6277854.0868	7808373.7503	9064943.458125	8521798.568525	5451396.2886	2628045.538875	4580112.708775	3163502.203	3233867.405075	5633494.7982	10059367.369225	3616398.106075	3931084.54445	3255508.809275
RGT1	4186942.30864	3533032.07118	6317762.3123	4900276.509325	5814587.879	5524033.552225	5239723.2035	5155471.11925	2656458.061125	5119386.220025	4414884.8218	6805534.164275	2739831.2908	3867470.015825	2142683.19565	6021150.44185	4031025.70095	4591935.747775	5079358.0571	4752769.629825	5355670.65445	5225789.169125	5562530.382675	7359035.22875	6882571.926325	6453918.5944	4486378.170575	6833421.3812	5854565.025675	6687492.734975	5323962.78515	6269232.725475	5232053.935	4291557.454625	4537761.662675	6495606.1609	6946568.907325	2479183.0391	4151255.269275	4431009.726975	4439162.63915	4116732.78935	1573432.4909	3690970.14925	3606730.897075	2233672.39655	3090881.72015	2130857.612675	4501189.04145	1721216.987875	3926054.09545	2730824.875975	3572267.1688	3477725.07855	3913504.5781	5310638.84105	3166932.665875	4168095.456075	3618770.05445	3631001.626875	3307354.549225	3916702.937925	5009515.914675	3357158.28295	4159328.930725	2277942.530775	3417987.045175	2842503.451025	2091967.35275	2441662.13815	3256649.120475	3851896.4144	1945006.019	3304456.649525	2160557.185775	3676607.03245	3673319.865475	3941955.635675	3892924.8599	3903358.752575	2793952.297825	2051024.99613333	2277723.37526667	2485368.430875	3183978.23005	2749824.245125	2778027.56215	1629928.5414	2106803.5583	2766984.04816667	1252863.8569	5361710.3435	3132249.87745	1697105.92435	2614562.3339	5164197.57605	2060012.645975	3297721.149025	3436102.78865	3561750.928325	1895796.6459	2414209.9299	3623906.6208	4268145.540575	2066669.798675	3428256.172825	2543760.5553
TMA19	9289047.95111	10480403.88146	13562364.393975	9719523.215725	12275994.092325	10834594.947975	9590955.0048	11880657.7644	8861383.4582	11548719.990775	10056051.6122	10451179.134275	6042655.841625	12299792.6146	6384154.6729	11576758.599425	10573552.211175	7560617.942325	13050148.912675	8730746.290125	11884537.19225	11576478.816225	10818452.61095	9785103.425475	10664993.112275	11391684.8463	8074326.5977	9948324.537625	9056980.42715	9909424.995625	9746622.9917	8812255.906	12272499.868325	9439473.628475	10988017.59445	9908940.38145	8875294.938875	7000948.92825	12687867.139375	10199103.631675	9675204.5493	11897477.3007	9606668.40195	10012497.6204	10135766.20165	10261215.1058	9911040.5357	10073741.901625	14612939.153525	9431060.72895	16439022.6728	14621296.364175	17977152.5645	18332948.401775	20330465.865875	14971939.7229	11984481.7315	20238003.452925	11424364.077075	13821733.469825	11801490.921725	15206307.772375	16152654.92005	13377514.5166	12299794.573575	12123110.408175	19501369.2964	14983366.542125	14518264.778325	12841873.31205	13623188.48225	13931041.22935	10857255.869275	15403392.201	10455780.3453	12192727.357825	13619377.014375	12564739.18505	15269306.02095	10973313.47325	9056829.149075	11822286.398725	13154560.9245	12060500.02085	12470927.5344	13727897.943	13819733.917575	11378734.51815	11228521.3618	15974317.9319	11182469.192425	13811222.968875	11733535.670825	11427281.75245	12241064.515	13890324.483975	10110834.02665	15262257.8687	14136726.92405	16370418.607975	8232738.812925	9988464.848525	15251252.21635	16728782.1711	9790742.64095	15816962.4054	10084978.887025
MPE1	71855359.2666	45926909.6741	93072729.13795	61253366.083775	75854497.775625	70908240.687075	83041654.41725	82847479.68575	42077110.67815	74145442.37845	61228846.652375	67268614.762525	36898533.878525	78045470.331125	31830562.9383	86292444.612675	51493177.207525	33761506.403475	67637414.864675	66607790.9398	57385087.01035	69192474.248025	55830413.4161	65031786.308675	76890920.074975	61937367.916725	44342040.65655	67486426.8092	NA	73540004.3597	58326428.13525	67172973.73285	79264707.112175	48827495.7408	72402930.64745	77654668.834	73385995.5119333	30831328.57595	78934644.12065	82624504.74945	67323612.464525	91165675.652725	42074811.912025	83220123.497725	92603993.0488	58885792.0482	86821115.176	67594299.48675	99424302.76105	50932129.4168	63187340.9727	53983204.25695	96064273.262675	83733679.7883	105774287.916575	73725173.123075	57659207.18755	99934022.18535	50518880.18115	73396988.237175	64854868.630275	65093203.744775	67838893.5983	69467215.2947333	73708523.151525	54328993.419725	99194403.0235	76450658.025875	64970672.9951	65758227.90255	71322178.466425	71202910.67085	61222251.908725	79353327.70155	37703875.461175	66099286.579125	69076971.294625	61229763.646825	71469628.080825	65672244.5167	50541365.42505	45201893.328025	63845540.75495	76705803.1223	92524550.6784	88222544.86075	86991125.7314	101954494.401025	67326125.09555	81036310.138725	42848880.036325	82480031.497275	83319799.469875	57860303.148625	70803270.6279	83155306.7316	59115768.8497	99019836.5084	88076887.6574	96847117.590875	46166993.663425	49012459.949725	93038476.9059	109574335.19555	69557222.69235	107940327.356975	45478139.03385
FBA1	87442904.69666	90465094.95727	50066686.0916	60382542.94375	65776658.449575	74229655.045475	53090261.799325	65338520.053475	63828234.807175	67470788.433	88739946.778925	66568688.952425	85929972.956225	56065460.880125	107493586.85125	77387053.403325	90902234.343325	78360464.221475	68778999.6321	81404911.9109	78810410.66545	49056805.301625	61948204.463125	59118236.15285	74743372.402425	73097650.75545	96922581.3377	85813842.7889	90700556.520425	75867252.4629	75752000.89345	99543334.6658	61174901.13465	79704724.583925	79305457.493425	75748300.827125	88050468.4187	104788450.444325	62693806.01785	79917737.861275	42813997.52355	44486381.26735	137114832.552675	54351174.03	59957929.6295	98284201.63505	46551374.774675	80670868.5021	78547891.677675	104583111.151725	60027049.24095	113724717.63875	108896322.5451	105630674.7014	107771488.843225	57591121.355625	75373719.337525	105861181.0511	113275106.26155	63601218.59185	102519943.963075	116574239.96455	64951410.579	59424661.239125	86084967.02405	84328074.221725	63752298.3288	64874620.5529	101142253.80785	144301993.593225	75911359.284975	59309048.57565	160560762.797375	79351824.536775	86961574.16665	53125410.39835	84781824.698275	76575376.312125	82835243.966725	76697182.817325	96363063.5147	40070527.708475	65895129.477775	64128857.4865	73974289.239575	84280450.260575	66937146.2968	129840392.72475	146441490.683825	95950276.802575	139432225.360425	77577216.3502	67649913.298275	83258293.251425	102702168.439275	92968697.20815	77457490.0014	70294092.926775	68841692.54175	78249619.055175	97536435.608625	60184416.712775	88647010.4866	77252426.34905	68918998.893475	101150706.523925	126043119.701425
YNK1	1678603.94792	1730963.36679	1498691.469325	929196.301133334	1370567.50756667	1488559.413825	1103931.18025	1478339.79535	2510416.542975	1488703.704925	1750314.199675	2618427.36055	1851906.170275	1614913.355325	1965230.880725	1101119.112275	1828048.526675	1302227.5173	1571653.077	1511649.29723333	1352161.6938	1988977.718925	2079153.046	2394031.108325	1210370.12806667	2073609.670725	1653884.036225	1128551.7575	1069637.278775	1769169.073775	2836323.9312	1130777.823175	2293869.705375	2843008.874375	1166687.252725	1203642.51346667	1249304.46245	1639126.004175	1684245.39296667	1225187.31835	2586260.682425	1536347.1312	1797842.175425	1607327.328275	1549885.479875	1817662.3388	1774203.214175	1017403.491425	1199412.399825	1311664.963425	1617731.006525	1623163.898175	1614663.22135	2555225.394625	1063549.099275	1247871.801975	3037250.516075	1204534.4817	879795.30815	2241496.2791	1605896.156275	1251806.624025	1005250.28725	1417367.101275	1853229.5818	1337644.288325	2144055.159675	1512691.845475	1113446.28425	1405098.3853	1283548.4911	1887833.212925	1195967.307725	1914180.45473333	1230465.73056667	1737935.8719	2020472.760425	2330381.17725	1066462.15123333	1364749.91645	2411021.263525	1459264.395225	772549.2669	1352416.48026667	776437.288	1050036.609525	885268.72985	775185.9205	686031.468125	1722595.033075	1516590.025525	2476671.900525	1609435.677325	2046352.22905	1804128.693175	2074158.830725	2680310.0522	1449064.62425	1517120.857325	1168949.9417	2836602.963725	1298329.344975	2009910.496475	2312738.62745	1420542.49075	1416735.4077	1334558.6552
VMA5	2431548.98981	1503144.92105	1921070.04995	2529573.6296	2108243.628425	2320774.62975	2760512.668475	2562047.231675	1958035.4516	1958924.9778	2546094.828925	2347244.259275	2163839.1871	2529012.83043333	2835604.2451	2737534.934925	3294919.2708	3257611.76005	2667623.88055	2467508.5857	2190602.615625	1152080.05626667	1811164.8765	2127112.114575	1788069.607575	2041968.923675	2311208.152825	2568848.2213	1863332.09565	1799220.03256667	2200862.772525	1889642.556475	1964613.94325	2710010.59685	2372587.443225	1736419.15335	2044741.8351	2619652.79805	1877004.398	3032504.536025	1513281.240225	2889826.1388	4954578.86685	4106988.15845	3862596.5663	4633327.26775	3756574.37385	4234194.9451	5126622.96715	4467699.086	2726649.6509	3728095.86535	2851589.52753333	3575237.256925	2083013.896	2876514.19503333	2882333.43	3113645.02645	3909900.008625	2785056.265675	3430521.756675	3614105.727525	3109396.931775	2490851.03405	4090532.04845	2932682.1448	3096718.3429	2841980.416575	4114532.51275	5100520.943575	2798648.354575	1867645.24935	4216676.292225	NA	2965264.45355	1458364.68435	2273750.25595	2686103.95255	2460900.3577	1719582.9406	2675161.61355	1626441.2824	3331730.14585	2576732.20365	3935488.016075	3244806.033175	3681340.523975	4668800.6513	5558913.431725	3353107.03745	3879789.518825	2783113.751475	1918612.35375	2913862.187625	2912292.99975	4274670.0011	2584832.411675	2996616.332925	3953546.072475	3336718.562725	4129965.4207	2226232.802775	4264898.992025	4041616.00505	4639150.85645	3805104.086875	2954167.032525
