p_value	real_mean	simulated_mean
0.0009296150069775277	0.03030303030303028	0.002455357142857143
0.0009296150069775277	0.02564102564102558	0.002203525641025641
0.0009296150069775277	0.038461538461538394	0.0021484375
0.0009296150069775277	0.038461538461538394	0.002096036585365854
0.002731053172838267	0.04761904761904752	0.002180232558139535
0.0009296150069775277	0.046296296296296426	0.0026633522727272725
0.002731053172838267	0.05555555555555542	0.0024933510638297874
0.002731053172838267	0.05555555555555542	0.0024933510638297874
0.002731053172838267	0.07894736842105257	0.0028257978723404257
0.002731053172838267	0.08333333333333338	0.0028257978723404257
0.002731053172838267	0.09999999999999977	0.0029920212765957447
0.002731053172838267	0.08695652173913065	0.0032552083333333335
0.002731053172838267	0.08333333333333338	0.00341796875
0.002731053172838267	0.08000000000000006	0.0035807291666666665
0.002731053172838267	0.08641975308641973	0.003985969387755102
0.002731053172838267	0.09259259259259285	0.003985969387755102
0.0069329004832789	0.07923280423280414	0.004145408163265306
0.0069329004832789	0.08253968253968239	0.00430484693877551
0.0069329004832789	0.09123152709359596	0.00430484693877551
0.0069329004832789	0.10448478106987533	0.00428921568627451
0.007476198327563508	0.10476539589442836	0.004833026960784314
0.007476198327563508	0.11155844155844176	0.005305815508021391
0.007697119872589138	0.10537141779788857	0.005132211538461538
0.007697119872589138	0.11107196724843811	0.0050231313497822935
