p_value	real_mean	simulated_mean
0.5208390550952287	0.027777777777777783	0.09027777777777779
0.5208390550952287	0.041666666666666664	0.13541666666666666
0.5208390550952287	0.041666666666666664	0.13541666666666666
0.5208390550952287	0.041666666666666664	0.13541666666666666
0.5208390550952287	0.041666666666666664	0.13541666666666666
0.5208390550952287	0.041666666666666664	0.13541666666666666
0.5208390550952287	0.047619047619047616	0.15476190476190474
0.5208390550952287	0.041666666666666664	0.13541666666666666
0.5208390550952287	0.037037037037037035	0.12037037037037038
0.43953590586064084	0.031746031746031744	0.10708085317460317
0.43953590586064084	0.027777777777777783	0.09375000000000001
